day,analyst,sitecode,habitat,river,code,stigmaspecies,stigmatype,pollenfamily,pollenspecies,origin,origin2,quantity,nstigmas,meanpollen,,,,,,
18/10/13,Carine,2,non-invaded,frome,122,Calystegia sepium,dry,ni,M12,heterospecific,heterospecific,19,1,19,,,,,,
18/10/13,Carine,2,non-invaded,frome,122,Calystegia sepium,dry,Fabaceae,ni,heterospecific,heterospecific,21,1,21,,,,,,
18/10/13,Carine,2,non-invaded,frome,122,Calystegia sepium,dry,ni,ni,heterospecific,heterospecific,22,1,22,,,,,,
18/10/13,Carine,2,non-invaded,frome,122,Calystegia sepium,dry,ni,M11,heterospecific,heterospecific,12,1,12,,,,,,
18/10/13,Carine,2,non-invaded,frome,122,Calystegia sepium,dry,Rosaceae,ni,heterospecific,heterospecific,31,1,31,,,,,,
18/10/13,Carine,2,non-invaded,frome,122,Calystegia sepium,dry,Asteraceae,Cirsium type,heterospecific,heterospecific,2,1,2,,,,,,
18/10/13,Carine,2,non-invaded,frome,122,Calystegia sepium,dry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,3,1,3,,,,,,
18/10/13,Carine,2,non-invaded,frome,122,Calystegia sepium,dry,ni,M5,heterospecific,heterospecific,4,1,4,,,,,,
18/10/13,Carine,2,non-invaded,frome,122,Calystegia sepium,dry,ni,M7,heterospecific,heterospecific,3,1,3,,,,,,
22/10/13,Carine,2,non-invaded,frome,123,Calystegia sepium,dry,Convolvulaceae,Calystegia sepium,conspecific,conspecific,279,1,279,,,,,,
22/10/13,Carine,2,non-invaded,frome,123,Calystegia sepium,dry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,50,1,50,,,,,,
22/10/13,Carine,2,non-invaded,frome,123,Calystegia sepium,dry,Fabaceae,ni,heterospecific,heterospecific,4,1,4,,,,,,
22/10/13,Carine,2,non-invaded,frome,123,Calystegia sepium,dry,Rosaceae,ni,heterospecific,heterospecific,4,1,4,,,,,,
22/10/13,Carine,2,non-invaded,frome,123,Calystegia sepium,dry,ni,M12,heterospecific,heterospecific,2,1,2,,,,,,
22/10/13,Carine,2,non-invaded,frome,123,Calystegia sepium,dry,ni,M1,heterospecific,heterospecific,4,1,4,,,,,,
22/10/13,Carine,2,non-invaded,frome,123,Calystegia sepium,dry,Asteraceae,M1,heterospecific,heterospecific,2,1,2,,,,,,
22/10/13,Carine,2,non-invaded,frome,123,Calystegia sepium,dry,ni,M2,heterospecific,heterospecific,1,1,1,,,,,,
22/10/13,Carine,2,non-invaded,frome,123,Calystegia sepium,dry,ni,M8,heterospecific,heterospecific,1,1,1,,,,,,
22/10/13,Carine,2,non-invaded,frome,123,Calystegia sepium,dry,ni,ni,heterospecific,heterospecific,5,1,5,,,,,,
22/10/13,Carine,2,non-invaded,frome,124,Calystegia sepium,dry,Convolvulaceae,Calystegia sepium,conspecific,conspecific,127,1,127,,,,,,
22/10/13,Carine,2,non-invaded,frome,124,Calystegia sepium,dry,ni,M2,heterospecific,heterospecific,44,1,44,,,,,,
22/10/13,Carine,2,non-invaded,frome,124,Calystegia sepium,dry,Fabaceae,ni,heterospecific,heterospecific,13,1,13,,,,,,
22/10/13,Carine,2,non-invaded,frome,124,Calystegia sepium,dry,ni,M1,heterospecific,heterospecific,6,1,6,,,,,,
22/10/13,Carine,2,non-invaded,frome,124,Calystegia sepium,dry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,2,1,2,,,,,,
22/10/13,Carine,2,non-invaded,frome,124,Calystegia sepium,dry,Geraniaceae,ni,heterospecific,heterospecific,1,1,1,,,,,,
22/10/13,Carine,2,non-invaded,frome,124,Calystegia sepium,dry,ni,M13,heterospecific,heterospecific,2,1,2,,,,,,
22/10/13,Carine,2,non-invaded,frome,125,Stachys palustris,dry,Lamiaceae,Stachys palustris,conspecific,conspecific,153,3,51,,,,,,
22/10/13,Carine,2,non-invaded,frome,125,Stachys palustris,dry,ni,M13,heterospecific,heterospecific,3,3,1,,,,,,
22/10/13,Carine,2,non-invaded,frome,125,Stachys palustris,dry,Convolvulaceae,Calystegia sepium,heterospecific,heterospecific,1,3,0.333333333,,,,,,
22/10/13,Carine,2,non-invaded,frome,125,Stachys palustris,dry,Fabaceae,ni,heterospecific,heterospecific,5,3,1.666666667,,,,,,
22/10/13,Carine,2,non-invaded,frome,125,Stachys palustris,dry,ni,M12,heterospecific,heterospecific,2,3,0.666666667,,,,,,
22/10/13,Carine,2,non-invaded,frome,126,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,579,3,193,,,,,,
22/10/13,Carine,2,non-invaded,frome,126,Epilobium hirsutum,dry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,16,3,5.333333333,,,,,,
22/10/13,Carine,2,non-invaded,frome,126,Epilobium hirsutum,dry,Lamiaceae,Stachys,heterospecific,heterospecific,79,3,26.33333333,,,,,,
22/10/13,Carine,2,non-invaded,frome,126,Epilobium hirsutum,dry,Rosaceae,Rubus,heterospecific,heterospecific,46,3,15.33333333,,,,,,
22/10/13,Carine,2,non-invaded,frome,126,Epilobium hirsutum,dry,Fabaceae,ni,heterospecific,heterospecific,24,3,8,,,,,,
22/10/13,Carine,2,non-invaded,frome,126,Epilobium hirsutum,dry,Geraniaceae,M14,heterospecific,heterospecific,15,3,5,,,,,,
22/10/13,Carine,2,non-invaded,frome,126,Epilobium hirsutum,dry,Geraniaceae,Geranium,heterospecific,heterospecific,5,3,1.666666667,,,,,,
22/10/13,Carine,2,non-invaded,frome,126,Epilobium hirsutum,dry,ni,ni,heterospecific,heterospecific,34,3,11.33333333,,,,,,
22/10/13,Carine,2,non-invaded,frome,126,Epilobium hirsutum,dry,Convolvulaceae,Calystegia sepium,heterospecific,heterospecific,2,3,0.666666667,,,,,,
22/10/13,Carine,2,non-invaded,frome,126,Epilobium hirsutum,dry,ni,M13,heterospecific,heterospecific,1,3,0.333333333,,,,,,
22/10/13,Carine,2,non-invaded,frome,126,Epilobium hirsutum,dry,Ranunculaceae,ni,heterospecific,heterospecific,3,3,1,,,,,,
22/10/13,Carine,2,non-invaded,frome,126,Epilobium hirsutum,dry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,1,3,0.333333333,,,,,,
22/10/13,Carine,2,non-invaded,frome,127,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,286,3,95.33333333,,,,,,
22/10/13,Carine,2,non-invaded,frome,127,Epilobium hirsutum,dry,ni,M1,heterospecific,heterospecific,125,3,41.66666667,,,,,,
22/10/13,Carine,2,non-invaded,frome,127,Epilobium hirsutum,dry,Convolvulaceae,Calystegia sepium,heterospecific,heterospecific,46,3,15.33333333,,,,,,
22/10/13,Carine,2,non-invaded,frome,127,Epilobium hirsutum,dry,Geraniaceae,M14,heterospecific,heterospecific,2,3,0.666666667,,,,,,
22/10/13,Carine,2,non-invaded,frome,127,Epilobium hirsutum,dry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,3,3,1,,,,,,
22/10/13,Carine,2,non-invaded,frome,127,Epilobium hirsutum,dry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,3,3,1,,,,,,
22/10/13,Carine,2,non-invaded,frome,127,Epilobium hirsutum,dry,Asteraceae,ni,heterospecific,heterospecific,2,3,0.666666667,,,,,,
22/10/13,Carine,2,non-invaded,frome,127,Epilobium hirsutum,dry,Fabaceae,ni,heterospecific,heterospecific,1,3,0.333333333,,,,,,
22/10/13,Carine,2,non-invaded,frome,127,Epilobium hirsutum,dry,ni,ni,heterospecific,heterospecific,6,3,2,,,,,,
22/10/13,Carine,2,non-invaded,frome,128,Ranunculus repens,dry,Ranunculaceae,Ranunculus repens,conspecific,conspecific,113,3,37.66666667,,,,,,
22/10/13,Carine,2,non-invaded,frome,128,Ranunculus repens,dry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,2,3,0.666666667,,,,,,
22/10/13,Carine,2,non-invaded,frome,128,Ranunculus repens,dry,Lamiaceae,M1,heterospecific,heterospecific,2,3,0.666666667,,,,,,
22/10/13,Carine,2,non-invaded,frome,129,Ranunculus repens,dry,Ranunculaceae,Ranunculus repens,conspecific,conspecific,186,3,62,,,,,,
22/10/13,Carine,2,non-invaded,frome,129,Ranunculus repens,dry,ni,M13,heterospecific,heterospecific,1,3,0.333333333,,,,,,
22/10/13,Carine,2,non-invaded,frome,129,Ranunculus repens,dry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,1,3,0.333333333,,,,,,
22/10/13,Carine,2,non-invaded,frome,130,Ranunculus repens,dry,Ranunculaceae,Ranunculus repens,conspecific,conspecific,277,3,92.33333333,,,,,,
22/10/13,Carine,2,non-invaded,frome,131,Heracleum sphondylium,wet,Apiaceae,Heracleum sphondylium,conspecific,conspecific,161,3,53.66666667,,,,,,
22/10/13,Carine,2,non-invaded,frome,131,Heracleum sphondylium,wet,Ranunculaceae,Ranunculus,heterospecific,heterospecific,8,3,2.666666667,,,,,,
22/10/13,Carine,2,non-invaded,frome,131,Heracleum sphondylium,wet,Convolvulaceae,Calystegia sepium,heterospecific,heterospecific,1,3,0.333333333,,,,,,
31/10/13,Carine,2,non-invaded,frome,132,Rubus fruticosus,dry,Rosaceae,Rubus fruticosus,conspecific,conspecific,676,3,225.3333333,,,,,,
31/10/13,Carine,2,non-invaded,frome,133,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,403,3,134.3333333,,,,,,
31/10/13,Carine,2,non-invaded,frome,134,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,475,3,158.3333333,,,,,,
31/10/13,Carine,2,non-invaded,frome,135,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,1001,3,333.6666667,,,,,,
31/10/13,Carine,2,non-invaded,frome,136,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,745,3,248.3333333,,,,,,
31/10/13,Carine,2,non-invaded,frome,137,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,426,3,142,,,,,,
31/10/13,Carine,2,non-invaded,frome,138,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,257,3,85.66666667,,,,,,
31/10/13,Carine,2,non-invaded,frome,139,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,713,3,237.6666667,,,,,,
31/10/13,Carine,2,non-invaded,frome,139,Trifolium pratense,wet,ni,M1,heterospecific,heterospecific,1,3,0.333333333,,,,,,
31/10/13,Carine,2,non-invaded,frome,140,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,775,3,258.3333333,,,,,,
31/10/13,Carine,2,non-invaded,frome,141,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,863,3,287.6666667,,,,,,
31/10/13,Carine,2,non-invaded,frome,142,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,989,3,329.6666667,,,,,,
31/10/13,Carine,2,non-invaded,frome,143,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,981,3,327,,,,,,
31/10/13,Carine,2,non-invaded,frome,143,Trifolium pratense,wet,ni,M1,heterospecific,heterospecific,1,3,0.333333333,,,,,,
31/10/13,Carine,2,non-invaded,frome,144,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,1017,3,339,,,,,,
31/10/13,Carine,2,non-invaded,frome,145,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,887,3,295.6666667,,,,,,
31/10/13,Carine,2,non-invaded,frome,146,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,824,3,274.6666667,,,,,,
31/10/13,Carine,2,non-invaded,frome,146,Trifolium pratense,wet,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,1,3,0.333333333,,,,,,
31/10/13,Carine,2,non-invaded,frome,147,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,834,3,278,,,,,,
31/10/13,Carine,2,non-invaded,frome,148,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,785,3,261.6666667,,,,,,
31/10/13,Carine,2,non-invaded,frome,149,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,883,3,294.3333333,,,,,,
31/10/13,Carine,2,non-invaded,frome,149,Trifolium pratense,wet,Caryophyllaceae,Silene dioica,heterospecific,heterospecific,1,3,0.333333333,,,,,,
31/10/13,Carine,2,non-invaded,frome,149,Trifolium pratense,wet,ni,M13,heterospecific,heterospecific,2,3,0.666666667,,,,,,
31/10/13,Carine,2,non-invaded,frome,149,Trifolium pratense,wet,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,1,3,0.333333333,,,,,,
31/10/13,Carine,2,non-invaded,frome,150,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,610,3,203.3333333,,,,,,
31/10/13,Carine,2,non-invaded,frome,150,Trifolium pratense,wet,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,1,3,0.333333333,,,,,,
31/10/13,Carine,2,non-invaded,frome,150,Trifolium pratense,wet,Geraniaceae,ni,heterospecific,heterospecific,1,3,0.333333333,,,,,,
31/10/13,Carine,2,non-invaded,frome,150,Trifolium pratense,wet,ni,M11,heterospecific,heterospecific,1,3,0.333333333,,,,,,
31/10/13,Carine,2,non-invaded,frome,150,Trifolium pratense,wet,ni,M15,heterospecific,heterospecific,6,3,2,,,,,,
31/10/13,Carine,2,non-invaded,frome,151,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,1167,3,389,,,,,,
31/10/13,Carine,2,non-invaded,frome,151,Trifolium pratense,wet,ni,M13,heterospecific,heterospecific,2,3,0.666666667,,,,,,
31/10/13,Carine,2,non-invaded,frome,152,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,730,3,243.3333333,,,,,,
31/10/13,Carine,2,non-invaded,frome,153,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,608,3,202.6666667,,,,,,
31/10/13,Carine,2,non-invaded,frome,154,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,629,3,209.6666667,,,,,,
31/10/13,Carine,2,non-invaded,frome,155,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,650,3,216.6666667,,,,,,
31/10/13,Carine,2,non-invaded,frome,156,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,1037,3,345.6666667,,,,,,
31/10/13,Carine,2,non-invaded,frome,157,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,667,3,222.3333333,,,,,,
11/01/13,Carine,2,non-invaded,frome,158,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,1456,3,485.3333333,,,,,,
11/01/13,Carine,2,non-invaded,frome,158,Trifolium pratense,wet,ni,M13,heterospecific,heterospecific,1,3,0.333333333,,,,,,
11/01/13,Carine,2,non-invaded,frome,159,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,528,3,176,,,,,,
11/01/13,Carine,2,non-invaded,frome,159,Trifolium pratense,wet,ni,M13,heterospecific,heterospecific,2,3,0.666666667,,,,,,
11/01/13,Carine,2,non-invaded,frome,160,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,434,3,144.6666667,,,,,,
11/01/13,Carine,2,non-invaded,frome,160,Trifolium pratense,wet,ni,M13,heterospecific,heterospecific,1,3,0.333333333,,,,,,
11/01/13,Carine,2,non-invaded,frome,161,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,656,3,218.6666667,,,,,,
11/01/13,Carine,2,non-invaded,frome,162,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,325,3,108.3333333,,,,,,
11/01/13,Carine,2,non-invaded,frome,163,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,873,3,291,,,,,,
11/01/13,Carine,2,non-invaded,frome,164,Trifolium pratense,wet,Fabaceae,Trifolium pratense,conspecific,conspecific,1116,3,372,,,,,,
11/01/13,Carine,3,non-invaded,avon,165,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,876,3,292,,,,,,
11/01/13,Carine,3,non-invaded,avon,165,Epilobium hirsutum,dry,ni,M6,heterospecific,heterospecific,2451,3,817,,,,,,
11/01/13,Carine,3,non-invaded,avon,165,Epilobium hirsutum,dry,Asteraceae,Taraxacum type,heterospecific,heterospecific,97,3,32.33333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,165,Epilobium hirsutum,dry,ni,M13,heterospecific,heterospecific,1,3,0.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,165,Epilobium hirsutum,dry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,9,3,3,,,,,,
11/01/13,Carine,3,non-invaded,avon,165,Epilobium hirsutum,dry,ni,M12,heterospecific,heterospecific,1,3,0.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,165,Epilobium hirsutum,dry,ni,M1,heterospecific,heterospecific,25,3,8.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,165,Epilobium hirsutum,dry,Asteraceae,Asteraceae 1,heterospecific,heterospecific,46,3,15.33333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,165,Epilobium hirsutum,dry,ni,M13,heterospecific,heterospecific,8,3,2.666666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,165,Epilobium hirsutum,dry,Caryophyllaceae,Silene dioica,heterospecific,heterospecific,1,3,0.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,165,Epilobium hirsutum,dry,ni,M14,heterospecific,heterospecific,7,3,2.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,166,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,1,2,0.5,,,,,,
11/01/13,Carine,3,non-invaded,avon,166,Epilobium hirsutum,dry,Asteraceae,Asteraceae 1,heterospecific,heterospecific,243,2,121.5,,,,,,
11/01/13,Carine,3,non-invaded,avon,166,Epilobium hirsutum,dry,Asteraceae,Taraxacum type,heterospecific,heterospecific,130,2,65,,,,,,
11/01/13,Carine,3,non-invaded,avon,166,Epilobium hirsutum,dry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,2,2,1,,,,,,
11/01/13,Carine,3,non-invaded,avon,166,Epilobium hirsutum,dry,ni,ni,heterospecific,heterospecific,4,2,2,,,,,,
11/01/13,Carine,3,non-invaded,avon,166,Epilobium hirsutum,dry,ni,M6,heterospecific,heterospecific,150,2,75,,,,,,
11/01/13,Carine,3,non-invaded,avon,167,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,172,3,57.33333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,167,Epilobium hirsutum,dry,ni,M6,heterospecific,heterospecific,176,3,58.66666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,167,Epilobium hirsutum,dry,Asteraceae,Asteraceae 1,heterospecific,heterospecific,9,3,3,,,,,,
11/01/13,Carine,3,non-invaded,avon,167,Epilobium hirsutum,dry,Asteraceae,Taraxacum type,heterospecific,heterospecific,5,3,1.666666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,167,Epilobium hirsutum,dry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,1,3,0.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,167,Epilobium hirsutum,dry,ni,M1,heterospecific,heterospecific,4,3,1.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,168,Epilobium hirsutum,dry,Onagraceae,Epilobium hirsutum,conspecific,conspecific,4,3,1.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,168,Epilobium hirsutum,dry,ni,M6,heterospecific,heterospecific,130,3,43.33333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,168,Epilobium hirsutum,dry,ni,M1,heterospecific,heterospecific,6,3,2,,,,,,
11/01/13,Carine,3,non-invaded,avon,168,Epilobium hirsutum,dry,ni,M12,heterospecific,heterospecific,24,3,8,,,,,,
11/01/13,Carine,3,non-invaded,avon,168,Epilobium hirsutum,dry,Fabaceae,ni,heterospecific,heterospecific,4,3,1.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,168,Epilobium hirsutum,dry,Asteraceae,Asteraceae 1,heterospecific,heterospecific,20,3,6.666666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,168,Epilobium hirsutum,dry,Asteraceae,Taraxacum type,heterospecific,heterospecific,20,3,6.666666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,169,Senecio jacobaea,semidry,Asteraceae,Senecio jacobaea,conspecific,conspecific,406,3,135.3333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,169,Senecio jacobaea,semidry,Asteraceae,Asteraceae 1,heterospecific,heterospecific,2,3,0.666666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,169,Senecio jacobaea,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,1,3,0.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,169,Senecio jacobaea,semidry,ni,M6,heterospecific,heterospecific,22,3,7.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,170,Senecio jacobaea,semidry,Asteraceae,Senecio jacobaea,conspecific,conspecific,438,3,146,,,,,,
11/01/13,Carine,3,non-invaded,avon,170,Senecio jacobaea,semidry,Fabaceae,ni,heterospecific,heterospecific,1,3,0.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,170,Senecio jacobaea,semidry,ni,M12,heterospecific,heterospecific,1,3,0.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,170,Senecio jacobaea,semidry,ni,M6,heterospecific,heterospecific,35,3,11.66666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,171,Senecio jacobaea,semidry,Asteraceae,Senecio jacobaea,conspecific,conspecific,287,3,95.66666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,171,Senecio jacobaea,semidry,ni,M6,heterospecific,heterospecific,18,3,6,,,,,,
11/01/13,Carine,3,non-invaded,avon,171,Senecio jacobaea,semidry,Geraniaceae,M14,heterospecific,heterospecific,2,3,0.666666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,172,Senecio jacobaea,semidry,Asteraceae,Senecio jacobaea,conspecific,conspecific,192,3,64,,,,,,
11/01/13,Carine,3,non-invaded,avon,172,Senecio jacobaea,semidry,Asteraceae,Asteraceae 1,heterospecific,heterospecific,2,3,0.666666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,172,Senecio jacobaea,semidry,Fabaceae,ni,heterospecific,heterospecific,6,3,2,,,,,,
11/01/13,Carine,3,non-invaded,avon,172,Senecio jacobaea,semidry,ni,M6,heterospecific,heterospecific,11,3,3.666666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,173,Senecio jacobaea,semidry,Asteraceae,Senecio jacobaea,conspecific,conspecific,552,3,184,,,,,,
11/01/13,Carine,3,non-invaded,avon,173,Senecio jacobaea,semidry,Fabaceae,ni,heterospecific,heterospecific,4,3,1.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,173,Senecio jacobaea,semidry,ni,M1,heterospecific,heterospecific,20,3,6.666666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,173,Senecio jacobaea,semidry,Rubiaceae,Galium aparine,heterospecific,heterospecific,1,3,0.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,173,Senecio jacobaea,semidry,ni,M6,heterospecific,heterospecific,25,3,8.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,174,Senecio jacobaea,semidry,Asteraceae,Senecio jacobaea,conspecific,conspecific,445,3,148.3333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,174,Senecio jacobaea,semidry,Asteraceae,Taraxacum type,heterospecific,heterospecific,2,3,0.666666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,174,Senecio jacobaea,semidry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,17,3,5.666666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,174,Senecio jacobaea,semidry,Fabaceae,ni,heterospecific,heterospecific,1,3,0.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,174,Senecio jacobaea,semidry,Asteraceae,Asteraceae 1,heterospecific,heterospecific,1,3,0.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,174,Senecio jacobaea,semidry,ni,M6,heterospecific,heterospecific,6,3,2,,,,,,
11/01/13,Carine,3,non-invaded,avon,174,Senecio jacobaea,semidry,ni,M1,heterospecific,heterospecific,2,3,0.666666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,175,Senecio jacobaea,semidry,Asteraceae,Senecio jacobaea,conspecific,conspecific,68,3,22.66666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,175,Senecio jacobaea,semidry,Fabaceae,ni,heterospecific,heterospecific,5,3,1.666666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,175,Senecio jacobaea,semidry,Apiaceae,Heracleum sphondylium,heterospecific,heterospecific,1,3,0.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,175,Senecio jacobaea,semidry,ni,M1,heterospecific,heterospecific,4,3,1.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,175,Senecio jacobaea,semidry,ni,M6,heterospecific,heterospecific,3,3,1,,,,,,
11/01/13,Carine,3,non-invaded,avon,176,Senecio jacobaea,semidry,Asteraceae,Senecio jacobaea,conspecific,conspecific,515,3,171.6666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,176,Senecio jacobaea,semidry,Balsaminaceae,Impatiens glandulifera,heterospecific,HB,4,3,1.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,176,Senecio jacobaea,semidry,Geraniaceae,M14,heterospecific,heterospecific,1,3,0.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,176,Senecio jacobaea,semidry,ni,M6,heterospecific,heterospecific,44,3,14.66666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,176,Senecio jacobaea,semidry,ni,M1,heterospecific,heterospecific,9,3,3,,,,,,
11/01/13,Carine,3,non-invaded,avon,177,Senecio jacobaea,semidry,Asteraceae,Senecio jacobaea,conspecific,conspecific,248,3,82.66666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,177,Senecio jacobaea,semidry,Fabaceae,ni,heterospecific,heterospecific,5,3,1.666666667,,,,,,
11/01/13,Carine,3,non-invaded,avon,177,Senecio jacobaea,semidry,Asteraceae,Asteraceae 1,heterospecific,heterospecific,4,3,1.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,177,Senecio jacobaea,semidry,ni,M6,heterospecific,heterospecific,16,3,5.333333333,,,,,,
11/01/13,Carine,3,non-invaded,avon,177,Senecio jacobaea,semidry,ni,M1,heterospecific,heterospecific,5,3,1.666666667,,,,,,
11/02/13,Carine,3,non-invaded,avon,178,Senecio jacobaea,semidry,Asteraceae,Senecio jacobaea,conspecific,conspecific,635,3,211.6666667,,,,,,
11/02/13,Carine,3,non-invaded,avon,178,Senecio jacobaea,semidry,ni,M4,heterospecific,heterospecific,10,3,3.333333333,,,,,,
11/02/13,Carine,3,non-invaded,avon,178,Senecio jacobaea,semidry,ni,M6,heterospecific,heterospecific,18,3,6,,,,,,
11/02/13,Carine,3,non-invaded,avon,178,Senecio jacobaea,semidry,Fabaceae,ni,heterospecific,heterospecific,1,3,0.333333333,,,,,,
11/02/13,Carine,3,non-invaded,avon,179,Hypochaeris radicata,semidry,Asteraceae,Hypochaeris radicata,conspecific,conspecific,1934,3,644.6666667,,,,,,
